Timestamp,Force,Respiration Rate
1734436351.2822082,5.913970947265625,15.873015403747559
1734436351.3845868,7.1071624755859375,nan
1734436351.4859214,8.37188720703125,nan
1734436351.5862815,9.41943359375,nan
1734436351.687188,10.157829284667969,nan
1734436351.789092,10.497642517089844,nan
1734436351.8905451,10.482315063476562,nan
1734436351.991134,10.318794250488281,nan
1734436352.0916193,10.336677551269531,nan
1734436352.1931732,10.500198364257812,nan
1734436352.2939732,10.277915954589844,nan
1734436352.394628,9.922767639160156,nan
1734436352.4953315,10.456764221191406,nan
1734436352.5958424,11.399559020996094,nan
1734436352.696804,11.885009765625,nan
1734436352.7973678,11.690826416015625,nan
1734436352.8979151,10.308570861816406,nan
1734436353.007709,8.118942260742188,nan
1734436353.109008,6.2052459716796875,nan
1734436353.2103336,4.976287841796875,nan
1734436353.310969,4.368202209472656,nan
1734436353.4121974,3.91851806640625,nan
1734436353.5128763,3.4739532470703125,nan
1734436353.6134474,3.0753707885742188,nan
1734436353.714068,2.68701171875,nan
1734436353.8149023,2.4034042358398438,nan
1734436353.9154007,2.2296676635742188,nan
1734436354.0163271,2.07891845703125,nan
1734436354.1174088,1.89495849609375,nan
1734436354.2179778,1.7084426879882812,nan
1734436354.3184984,1.5500335693359375,nan
1734436354.4193168,1.2715377807617188,nan
1734436354.5204437,0.9981536865234375,nan
1734436354.6213543,0.7988662719726562,nan
1734436354.7215965,0.6430130004882812,nan
1734436354.8222127,0.5024871826171875,nan
1734436354.92304,0.39006805419921875,nan
1734436355.0235455,0.32108306884765625,nan
1734436355.1236427,0.27509307861328125,nan
1734436355.224796,0.2444305419921875,nan
1734436355.3258903,0.221435546875,nan
1734436355.4264514,0.20610809326171875,nan
1734436355.5272522,0.17288970947265625,nan
1734436355.6277802,0.157562255859375,nan
1734436355.7283077,0.221435546875,nan
1734436355.829012,0.4053955078125,nan
1734436355.9296105,0.9189529418945312,nan
1734436356.0301468,1.997161865234375,nan
1734436356.1314428,3.228668212890625,nan
1734436356.2319748,4.082038879394531,nan
1734436356.3323612,4.72845458984375,nan
1734436356.4332588,5.3135528564453125,nan
1734436356.5344827,5.9241943359375,nan
1734436356.6349528,6.634483337402344,nan
1734436356.736018,7.275787353515625,nan
1734436356.836629,7.837890625,nan
1734436356.9380915,8.456199645996094,nan
1734436357.0386918,9.064292907714844,nan
1734436357.1393087,9.393882751464844,nan
1734436357.239839,9.787353515625,nan
1734436357.3413591,10.162940979003906,nan
1734436357.4425328,10.408218383789062,nan
1734436357.5439937,10.783805847167969,nan
1734436357.64525,11.381675720214844,nan
1734436357.7466166,11.665275573730469,nan
1734436357.847313,11.913116455078125,nan
1734436357.9480078,12.357681274414062,nan
1734436358.0491548,12.442001342773438,nan
1734436358.1496942,11.716377258300781,nan
1734436358.2502544,10.111839294433594,nan
1734436358.350683,8.369331359863281,nan
1734436358.4515123,7.122489929199219,nan
1734436358.5520623,6.189910888671875,nan
1734436358.6525805,5.397865295410156,nan
1734436358.7533247,4.777000427246094,nan
1734436358.8539104,4.391197204589844,nan
1734436358.9548247,4.030937194824219,nan
1734436359.0553427,3.522491455078125,nan
1734436359.1562583,2.9655075073242188,nan
1734436359.2568362,2.4315109252929688,nan
1734436359.357453,2.0661468505859375,nan
1734436359.4585629,1.6854476928710938,nan
1734436359.5597165,1.3992919921875,nan
1734436359.660234,1.1642303466796875,nan
1734436359.7605898,0.9266128540039062,nan
1734436359.8616452,0.7017745971679688,nan
1734436359.9622393,0.5280380249023438,nan
1734436360.0630202,0.43860626220703125,nan
1734436360.163525,0.38751220703125,nan
1734436360.264449,0.38751220703125,nan
1734436360.364969,0.441162109375,nan
1734436360.4659805,0.4794921875,nan
1734436360.5668743,0.49481964111328125,nan
1734436360.6671762,0.5101470947265625,nan
1734436360.7685003,0.5178146362304688,nan
1734436360.8688529,0.487152099609375,nan
1734436360.969932,0.5663604736328125,nan
1734436361.0707045,0.9904861450195312,nan
1734436361.171638,1.7288818359375,nan
1734436361.2723563,2.6512374877929688,nan
1734436361.3738017,3.4841690063476562,4.950494766235352
1734436361.4745245,4.4525146484375,nan
1734436361.575051,5.295661926269531,nan
1734436361.6765134,6.23590087890625,nan
1734436361.777334,7.209358215332031,nan
1734436361.8784225,8.080612182617188,nan
1734436361.979419,8.857337951660156,nan
1734436362.080048,9.626388549804688,nan
1734436362.181142,10.334121704101562,nan
1734436362.2823224,10.811912536621094,nan
1734436362.3832295,11.161941528320312,nan
1734436362.4837573,11.453216552734375,nan
1734436362.5842257,11.688270568847656,nan
1734436362.6852002,11.649948120117188,nan
1734436362.7857509,11.402114868164062,nan
1734436362.886428,11.021415710449219,nan
1734436362.9871488,10.523193359375,nan
1734436363.0877357,9.853782653808594,nan
1734436363.1882625,8.92376708984375,nan
1734436363.289539,7.817451477050781,nan
1734436363.3900857,6.519508361816406,nan
1734436363.491494,5.3774261474609375,nan
1734436363.5921805,4.5853729248046875,nan
1734436363.716477,3.890411376953125,nan
1734436363.816694,3.29254150390625,nan
1734436363.9177783,2.7636566162109375,nan
1734436364.018563,2.3318634033203125,nan
1734436364.1194746,1.9997177124023438,nan
1734436364.2199073,1.665008544921875,nan
1734436364.3208342,1.3277511596679688,nan
1734436364.42171,1.1437911987304688,nan
1734436364.5220277,1.003265380859375,nan
1734436364.6231565,0.8627395629882812,nan
1734436364.724224,0.7426528930664062,nan
1734436364.8246498,0.6838912963867188,nan
1734436364.9257216,0.635345458984375,nan
1734436365.0267284,0.6251220703125,nan
1734436365.1272914,0.6379013061523438,nan
1734436365.2278006,0.635345458984375,nan
1734436365.3287642,0.6327896118164062,nan
1734436365.4294684,0.6276779174804688,nan
1734436365.53038,0.6327896118164062,nan
1734436365.631791,0.6966629028320312,nan
1734436365.7330348,1.0109329223632812,nan
1734436365.8338466,1.8183059692382812,nan
1734436365.9343207,3.1801223754882812,nan
1734436366.03471,4.406524658203125,nan
1734436366.1350498,5.2292327880859375,nan
1734436366.2360058,5.988067626953125,nan
1734436366.3363678,6.7111358642578125,nan
1734436366.4369774,7.273231506347656,nan
1734436366.538204,7.9119873046875,nan
1734436366.6387653,8.443428039550781,nan
1734436366.739839,8.84967041015625,nan
1734436366.8402126,9.120498657226562,nan
